link,name,salary,city
https://spb.hh.ru/vacancy/39643886?query=php,Middle PHP Developer,1 500-2 500 USD,Нур-Султан
https://spb.hh.ru/vacancy/39736569?query=php,Backend PHP разработчик,70 000-120 000 руб.,Новосибирск
https://spb.hh.ru/vacancy/39908010?query=php,PHP-разработчик,60 000-150 000 руб.,Архангельск
https://spb.hh.ru/vacancy/39924706?query=php,PHP-разработчик,60 000-150 000 руб.,Красноярск
https://spb.hh.ru/vacancy/39979621?query=php,"Программист PHP, JS",от 40 000 руб.,"Санкт-Петербург, Политехническая"
https://spb.hh.ru/vacancy/39901061?query=php,Web-разработчик fullstack (Laravel + Vue.JS),50 000-90 000 руб.,Казань
https://spb.hh.ru/vacancy/39920856?query=php,PHP-разработчик,60 000-150 000 руб.,Рязань
https://spb.hh.ru/vacancy/39806350?query=php,PHP-программист,70 000-100 000 руб.,Екатеринбург
https://spb.hh.ru/vacancy/39621846?query=php,Junior и Middle Developer WordPress,450-1 500 EUR,Нидерланды
https://spb.hh.ru/vacancy/39619501?query=php,Wonderful PHP-developer (Yii2/Laravel),90 000-120 000 руб.,"Санкт-Петербург, Владимирская и еще 1 "
https://spb.hh.ru/vacancy/38852339?query=php,PHP-программист,100 000-150 000 руб.,"Москва, Деловой центр"
https://spb.hh.ru/vacancy/39950571?query=php,PHP backend senior developer (Symfony/Laravel),от 160 000 руб.,"Санкт-Петербург, Чернышевская"
https://spb.hh.ru/vacancy/39927180?query=php,Web-программист/PHP-программист,80 000-120 000 руб.,Ярославль
https://spb.hh.ru/vacancy/39894680?query=php,Laravel разработчик (PHP),до 100 000 руб.,Краснодар
https://spb.hh.ru/vacancy/39888888?query=php,Web программист/PHP разработчик (middle),60 000-100 000 руб.,Казань
https://spb.hh.ru/vacancy/39892148?query=php,Программист PHP (Битрикс),от 170 000 руб.,"Москва, Алтуфьево и еще 2 "
https://spb.hh.ru/vacancy/39797944?query=php,PHP-программист,80 000-140 000 руб.,Санкт-Петербург
https://spb.hh.ru/vacancy/39925445?query=php,PHP-разработчик,60 000-150 000 руб.,Ульяновск
https://spb.hh.ru/vacancy/39702167?query=php,PHP developer / Программист PHP,до 150 000 руб.,Казань
https://spb.hh.ru/vacancy/39931681?query=php,Middle PHP разработчик,от 100 000 руб.,Калининград
https://spb.hh.ru/vacancy/39963553?query=php,Программист на Yii 2,60 000-100 000 руб.,Москва
https://spb.hh.ru/vacancy/38158930?query=php,Frontend-разработчик / HTML-Верстальщик,20 000-40 000 руб.,Волгоград
https://spb.hh.ru/vacancy/39803328?query=php,Web-программист,от 70 000 руб.,"Москва, Выставочная и еще 1 "
https://spb.hh.ru/vacancy/39908485?query=php,Senior PHP Developer,от 200 000 руб.,Новосибирск
https://spb.hh.ru/vacancy/39903636?query=php,Junior PHP developer,до 100 000 руб.,"Москва, Авиамоторная и еще 1 "
https://spb.hh.ru/vacancy/39923429?query=php,PHP-разработчик,60 000-150 000 руб.,Тюмень
https://spb.hh.ru/vacancy/39760954?query=php,Full stack web developer,от 90 000 руб.,Калининград
https://spb.hh.ru/vacancy/39893651?query=php,"Full Stack Developer (PHP, Laravel)",до 80 000 руб.,Барнаул
https://spb.hh.ru/vacancy/39908943?query=php,PHP-разработчик,60 000-150 000 руб.,Псков
https://spb.hh.ru/vacancy/39936708?query=php,Middle PHP Developer/Веб-программист,от 80 000 руб.,Магнитогорск
https://spb.hh.ru/vacancy/39986244?query=php,"PHP программист (Bitrix, удаленно)",от 120 000 руб.,Москва
https://spb.hh.ru/vacancy/35794682?query=php,PHP-разработчик,80 000-120 000 руб.,"Санкт-Петербург, Чернышевская"
https://spb.hh.ru/vacancy/39701086?query=php,Web-разработчик Bitrix / Full-Stack разработчик Bitrix,до 200 000 руб.,Киров (Кировская область)
https://spb.hh.ru/vacancy/39600570?query=php,Middle/Senior веб-разработчик (php + js),130 000-170 000 руб.,"Москва, Деловой центр"
https://spb.hh.ru/vacancy/34857829?query=php,Web-программист PHP (middle),от 45 000 руб.,Тюмень
https://spb.hh.ru/vacancy/37018776?query=php,"Team Lead (PHP, JS)",1 500-3 000 USD,"Киев, Выставочный центр"
https://spb.hh.ru/vacancy/38822210?query=php,PHP разработчик,до 150 000 руб.,Москва
https://spb.hh.ru/vacancy/39793448?query=php,PHP-разработчик (PHP/JS backend разработчик),от 140 000 руб.,"Москва, Алексеевская"
https://spb.hh.ru/vacancy/39925582?query=php,Backend-разработчик (PHP),60 000-150 000 руб.,Чита
https://spb.hh.ru/vacancy/39643903?query=php,Программист PHP,50 000-105 000 руб.,Хабаровск
https://spb.hh.ru/vacancy/39179207?query=php,Senior frontend разработчик,от 220 000 руб.,"Москва, Чистые пруды"
https://spb.hh.ru/vacancy/38007761?query=php,Младший веб-программист,40 000-45 000 руб.,Астрахань
https://spb.hh.ru/vacancy/38017619?query=php,Разработчик на PHP,от 80 000 руб.,Иркутск
https://spb.hh.ru/vacancy/39908276?query=php,PHP-разработчик,60 000-150 000 руб.,Великий Новгород
https://spb.hh.ru/vacancy/39901224?query=php,Web-разработчик fullstack (Laravel + Vue.JS),50 000-90 000 руб.,Алматы
https://spb.hh.ru/vacancy/37855988?query=php,Senior PHP developer (Laravel),150 000-200 000 руб.,Краснодар
https://spb.hh.ru/vacancy/39777366?query=php,Веб-программист,50 000-100 000 руб.,"Екатеринбург, Чкаловская"
https://spb.hh.ru/vacancy/39197888?query=php,PHP-разработчик,от 80 000 руб.,Таганрог
https://spb.hh.ru/vacancy/39989237?query=php,PHP / Laravel программист,до 50 000 руб.,Санкт-Петербург
https://spb.hh.ru/vacancy/39649051?query=php,PHP-разработчик,70 000-110 000 руб.,Калининград
https://spb.hh.ru/vacancy/39924660?query=php,PHP-разработчик,60 000-150 000 руб.,Казань
https://spb.hh.ru/vacancy/39566238?query=php,Web-программист (full-stack),60 000-100 000 руб.,"Москва, Китай-город и еще 2 "
https://spb.hh.ru/vacancy/39682166?query=php,Верстальщик HTML/CSS,от 25 000 руб.,Краснодар
https://spb.hh.ru/vacancy/39903717?query=php,Senior PHP Developer,от 200 000 руб.,Краснодар
https://spb.hh.ru/vacancy/39762666?query=php,PHP-разработчик/ PHP Developer (Site&amp;Mailing),от 140 000 руб.,"Москва, Сокольники"
https://spb.hh.ru/vacancy/39469730?query=php,Fullstack-разработчик на PHP,40 000-150 000 руб.,"Санкт-Петербург, Удельная"
https://spb.hh.ru/vacancy/39924267?query=php,Backend-разработчик (PHP),60 000-150 000 руб.,Ханты-Мансийск
https://spb.hh.ru/vacancy/39649232?query=php,PHP-разработчик,70 000-110 000 руб.,Пермь
https://spb.hh.ru/vacancy/39925583?query=php,Backend-разработчик (PHP),60 000-150 000 руб.,Улан-Удэ
https://spb.hh.ru/vacancy/39576381?query=php,PHP программист (Symfony),от 120 000 руб.,Нижний Новгород
https://spb.hh.ru/vacancy/39902154?query=php,Веб-программист,45 000-75 000 руб.,"Москва, Бунинская аллея и еще 2 "
https://spb.hh.ru/vacancy/39435378?query=php,PHP-разработчик (Битрикс24),до 150 000 руб.,"Москва, Чистые пруды"
https://spb.hh.ru/vacancy/39898147?query=php,Разработчик WordPress (Удаленно),от 35 000 руб.,Москва
https://spb.hh.ru/vacancy/39771093?query=php,"Веб-программист (php, битрикс, wordpress)",40 000-70 000 руб.,Санкт-Петербург
https://spb.hh.ru/vacancy/39928580?query=php,Junior PHP-программист,от 30 000 руб.,Екатеринбург
https://spb.hh.ru/vacancy/39881020?query=php,PHP программист,60 000-150 000 руб.,Томск
https://spb.hh.ru/vacancy/39589861?query=php,PHP-разработчик 1С-Битрикс,от 180 000 руб.,Москва
https://spb.hh.ru/vacancy/39924847?query=php,PHP-разработчик,60 000-150 000 руб.,Уфа
https://spb.hh.ru/vacancy/39908439?query=php,Senior PHP Developer,от 200 000 руб.,Санкт-Петербург
https://spb.hh.ru/vacancy/39924676?query=php,PHP-разработчик,60 000-150 000 руб.,Владивосток
https://spb.hh.ru/vacancy/39328706?query=php,Программист PHP Битрикс,90 000-155 000 руб.,Москва
https://spb.hh.ru/vacancy/39987986?query=php,PHP-программист (Backend),от 100 000 руб.,"Санкт-Петербург, Выборгская"
https://spb.hh.ru/vacancy/39890425?query=php,Младший веб-разработчик (junior),от 25 000 руб.,Ижевск
https://spb.hh.ru/vacancy/39411281?query=php,PHP Developer,до 180 000 руб.,"Москва, Авиамоторная и еще 1 "
https://spb.hh.ru/vacancy/39576673?query=php,PHP программист (Symfony),от 120 000 руб.,Калининград
https://spb.hh.ru/vacancy/39476447?query=php,Программист PHP/Битрикс,60 000-80 000 руб.,Краснодар
https://spb.hh.ru/vacancy/39989303?query=php,PHP Веб-разработчик Bitrix24,от 100 000 руб.,Санкт-Петербург
https://spb.hh.ru/vacancy/39908395?query=php,PHP-разработчик,60 000-150 000 руб.,Иваново (Ивановская область)
https://spb.hh.ru/vacancy/39910331?query=php,Web-программист,от 60 000 руб.,"Москва, Динамо и еще 2 "
https://spb.hh.ru/vacancy/38358892?query=php,HTML-верстальщик,30 000-55 000 руб.,Челябинск
https://spb.hh.ru/vacancy/39357121?query=php,Программист PHP / Разработчик,от 80 000 руб.,Черноголовка
https://spb.hh.ru/vacancy/39617340?query=php,Middle PHP Developer,1 500-3 000 USD,Киев
https://spb.hh.ru/vacancy/39921351?query=php,"Разработчик PHP+JS (fullstack, удаленно)",от 80 000 руб.,Москва
https://spb.hh.ru/vacancy/39984361?query=php,Веб-разработчик ( full stack),90 000-160 000 руб.,Тюмень
https://spb.hh.ru/vacancy/37613512?query=php,Программист PHP,80 000-120 000 руб.,Севастополь
https://spb.hh.ru/vacancy/39745333?query=php,PHP-программист,до 150 000 руб.,Ростов-на-Дону
https://spb.hh.ru/vacancy/39908340?query=php,PHP-разработчик,60 000-150 000 руб.,Воронеж
https://spb.hh.ru/vacancy/39894417?query=php,PHP-программист,от 120 000 руб.,"Москва, Калужская"
https://spb.hh.ru/vacancy/39920968?query=php,Backend-разработчик (PHP),60 000-150 000 руб.,Саратов
https://spb.hh.ru/vacancy/39844845?query=php,Back-end разработчик | PHP,50 000-120 000 руб.,Ростов-на-Дону
https://spb.hh.ru/vacancy/39920928?query=php,Backend-разработчик (PHP),60 000-150 000 руб.,Самара
https://spb.hh.ru/vacancy/39908560?query=php,PHP-разработчик,60 000-150 000 руб.,Киров (Кировская область)
https://spb.hh.ru/vacancy/39908248?query=php,PHP-разработчик,60 000-150 000 руб.,Благовещенск (Амурская область)
https://spb.hh.ru/vacancy/39577018?query=php,Full-Stack PHP Developer,1 700-2 000 USD,Киев
https://spb.hh.ru/vacancy/39474099?query=php,Middle full-stack разработчик (PHP / фронтенд-разработка),90 000-130 000 руб.,"Санкт-Петербург, Петроградская"
https://spb.hh.ru/vacancy/39777901?query=php,PHP Developer,от 150 000 руб.,"Москва, Курская"
https://spb.hh.ru/vacancy/39908899?query=php,PHP-разработчик,60 000-150 000 руб.,Орел
https://spb.hh.ru/vacancy/39908310?query=php,PHP-разработчик,60 000-150 000 руб.,Вологда
https://spb.hh.ru/vacancy/39923111?query=php,Backend-разработчик (PHP),60 000-150 000 руб.,Томск
https://spb.hh.ru/vacancy/39908585?query=php,PHP-разработчик,60 000-150 000 руб.,Кострома
https://spb.hh.ru/vacancy/39925269?query=php,PHP-разработчик,60 000-150 000 руб.,Чебоксары
https://spb.hh.ru/vacancy/39923319?query=php,Backend-разработчик (PHP),60 000-150 000 руб.,Тула
https://spb.hh.ru/vacancy/39974011?query=php,PHP-программист (Битрикс) - Удалённо,до 120 000 руб.,Рязань
https://spb.hh.ru/vacancy/39699639?query=php,Веб-разработчик PHP Laravel (React / Angular),от 3 000 бел. руб.,Брест
https://spb.hh.ru/vacancy/36355419?query=php,Web-программист,50 000-70 000 руб.,Тула
https://spb.hh.ru/vacancy/39961851?query=php,"Программист middle (PHP, JS) Bitrix",до 110 000 руб.,"Москва, Курская и еще 1 "
https://spb.hh.ru/vacancy/37018736?query=php,"Web-разработчик (PHP, JS)",400-3 000 USD,Москва
https://spb.hh.ru/vacancy/39908694?query=php,PHP-разработчик,60 000-150 000 руб.,Курск
https://spb.hh.ru/vacancy/39924188?query=php,Backend-разработчик (PHP),60 000-150 000 руб.,Якутск
https://spb.hh.ru/vacancy/37954204?query=php,PHP-разработчик,80 000-100 000 руб.,"Москва, Калужская"
https://spb.hh.ru/vacancy/35680341?query=php,Младший программист PHP (Junior),от 35 000 руб.,"Нижний Новгород, Горьковская"
https://spb.hh.ru/vacancy/39649485?query=php,PHP-разработчик,70 000-110 000 руб.,Тюмень
https://spb.hh.ru/vacancy/38933315?query=php,PHP-программист (Middle),80 000-150 000 руб.,Воронеж
https://spb.hh.ru/vacancy/39924422?query=php,Backend-разработчик (PHP),60 000-150 000 руб.,Барнаул
https://spb.hh.ru/vacancy/39921115?query=php,Backend-разработчик (PHP),60 000-150 000 руб.,Тамбов
https://spb.hh.ru/vacancy/39447033?query=php,PHP-программист,до 50 000 руб.,Москва
https://spb.hh.ru/vacancy/39257733?query=php,Web-разработчик,50 000-90 000 руб.,Москва
https://spb.hh.ru/vacancy/37818704?query=php,PHP-программист (Backend-разработчик),100 000-180 000 руб.,"Москва, Беляево и еще 1 "
https://spb.hh.ru/vacancy/39580592?query=php,"Программист PHP full stack (Yii, Symfony, Bitrix)",80 000-100 000 руб.,"Санкт-Петербург, Площадь Ленина"
https://spb.hh.ru/vacancy/39973991?query=php,PHP-программист (Битрикс) - Удалённо,до 120 000 руб.,Омск
https://spb.hh.ru/vacancy/39219595?query=php,Web-разработчик,40 000-80 000 руб.,Санкт-Петербург
https://spb.hh.ru/vacancy/39943133?query=php,Backend-разработчик PHP,от 40 000 руб.,Томск
https://spb.hh.ru/vacancy/39754580?query=php,Веб-программист Битрикс/CMS/API,от 80 000 руб.,Уфа
https://spb.hh.ru/vacancy/39322850?query=php,Backend-разработчик на PHP,от 160 000 руб.,Рязань
https://spb.hh.ru/vacancy/39649187?query=php,PHP-разработчик,70 000-110 000 руб.,Екатеринбург
https://spb.hh.ru/vacancy/39649244?query=php,PHP-разработчик,70 000-110 000 руб.,Самара
https://spb.hh.ru/vacancy/38712489?query=php,PHP-программист,от 90 000 руб.,Кострома
https://spb.hh.ru/vacancy/39677019?query=php,PHP-программист(Битрикс),от 50 000 руб.,Ижевск
https://spb.hh.ru/vacancy/39928660?query=php,Junior PHP-программист,от 30 000 руб.,Волгоград
https://spb.hh.ru/vacancy/39724874?query=php,PHP-разработчик,30 000-120 000 руб.,Иваново (Ивановская область)
https://spb.hh.ru/vacancy/39760985?query=php,Frontend-разработчик (Middle)/ Веб-разработчик,50 000-90 000 руб.,Тюмень
https://spb.hh.ru/vacancy/39753380?query=php,PHP-разработчик,от 40 000 руб.,Вологда
https://spb.hh.ru/vacancy/38983227?query=php,PHP-разработчик,до 145 000 руб.,"Москва, Кропоткинская и еще 3 "
https://spb.hh.ru/vacancy/39908630?query=php,PHP-разработчик,60 000-150 000 руб.,Курган
https://spb.hh.ru/vacancy/39634852?query=php,PHP developer,от 80 000 руб.,"Санкт-Петербург, Балтийская и еще 2 "
https://spb.hh.ru/vacancy/39908297?query=php,PHP-разработчик,60 000-150 000 руб.,Волгоград
https://spb.hh.ru/vacancy/39930404?query=php,Middle PHP Developer,от 70 000 руб.,Томск
https://spb.hh.ru/vacancy/39908453?query=php,PHP-разработчик,60 000-150 000 руб.,Калуга
https://spb.hh.ru/vacancy/39909014?query=php,Фронтенд веб-разработчик (Junior),50 000-50 000 руб.,Ступино
https://spb.hh.ru/vacancy/39657631?query=php,PHP-программист,от 800 USD,Минск
https://spb.hh.ru/vacancy/39834663?query=php,Программист 1С-Битрикс - Удалённо,70 000-120 000 руб.,Москва
https://spb.hh.ru/vacancy/39917759?query=php,PHP-программист,от 60 000 руб.,"Москва, Автозаводская и еще 1 "
https://spb.hh.ru/vacancy/39536650?query=php,PHP-программист,от 70 000 руб.,"Санкт-Петербург, Ладожская"
https://spb.hh.ru/vacancy/39638536?query=php,Backend-разработчик PHP,70 000-220 000 руб.,Санкт-Петербург
https://spb.hh.ru/vacancy/39484440?query=php,Full Stack Веб-разработчик,30 000-80 000 руб.,"Самара, Российская"
https://spb.hh.ru/vacancy/39959441?query=php,Full-Stack Web Developer,от 120 000 руб.,"Санкт-Петербург, Выборгская"
https://spb.hh.ru/vacancy/39680500?query=php,PHP-программист,от 40 000 руб.,Ижевск
https://spb.hh.ru/vacancy/37427284?query=php,PHP-разработчик (в офис или удаленно),от 75 000 руб.,Новокузнецк
https://spb.hh.ru/vacancy/39390175?query=php,Junior PHP разработчик,до 80 000 руб.,"Москва, Ленинский проспект"
https://spb.hh.ru/vacancy/39973490?query=php,Backend-разработчик (PHP - Yii2 || Lavarel) - Удаленно,до 110 000 руб.,Красноярск
https://spb.hh.ru/vacancy/39937622?query=php,Backend разработчик (PHP),до 75 000 руб.,Пермь
https://spb.hh.ru/vacancy/38523551?query=php,Frontend-разработчик (Vue.js),от 90 000 руб.,"Санкт-Петербург, Балтийская и еще 2 "
https://spb.hh.ru/vacancy/39701545?query=php,PHP-программист full-stack,70 000-100 000 руб.,Москва
https://spb.hh.ru/vacancy/39857186?query=php,Senior Symfony Back-end Developer,120 000-200 000 руб.,Москва
https://spb.hh.ru/vacancy/39564698?query=php,Backend-разработчик / Программист PHP / Программист Битрикс,от 60 000 руб.,Одинцово
https://spb.hh.ru/vacancy/39984133?query=php,"Веб-программист (PHP, WordPress, Битрикс)",25 000-60 000 руб.,Рязань
https://spb.hh.ru/vacancy/37811006?query=php,PHP-программист / Веб-разработчик,60 000-120 000 руб.,Томск
https://spb.hh.ru/vacancy/38708534?query=php,PHP-программист (Backend),от 60 000 руб.,Москва
https://spb.hh.ru/vacancy/39909057?query=php,PHP-программист 1С-Битрикс,120 000-140 000 руб.,Казань
https://spb.hh.ru/vacancy/39754785?query=php,Back-end разработчик / PHP программист,100 000-250 000 руб.,"Москва, Тульская"
https://spb.hh.ru/vacancy/39608477?query=php,Middle PHP Developer,1 500-3 000 USD,Москва
https://spb.hh.ru/vacancy/39466712?query=php,"Программист PHP, 1С",70 000-150 000 руб.,Санкт-Петербург
https://spb.hh.ru/vacancy/39128094?query=php,PHP-разработчик,от 70 000 руб.,"Новосибирск, Площадь Ленина"
https://spb.hh.ru/vacancy/39105136?query=php,PHP-программист (Magento/Prestashop),от 80 000 руб.,Москва
https://spb.hh.ru/vacancy/39745822?query=php,PHP-программист,80 000-120 000 руб.,"Москва, Румянцево"
https://spb.hh.ru/vacancy/39980225?query=php,PHP/MySQL developer,100 000-150 000 руб.,Таганрог
https://spb.hh.ru/vacancy/39345072?query=php,Веб-разработчик/PHP-программист,до 90 000 руб.,"Москва, Семеновская и еще 1 "
https://spb.hh.ru/vacancy/39828891?query=php,PHP разработчик / программист,50 000-70 000 руб.,Йошкар-Ола
https://spb.hh.ru/vacancy/39867878?query=php,Программист PHP,от 50 000 руб.,Саратов
https://spb.hh.ru/vacancy/39815069?query=php,Middle PHP Developer,80 000-150 000 руб.,Москва
https://spb.hh.ru/vacancy/39708158?query=php,PHP-программист,50 000-70 000 руб.,Санкт-Петербург
https://spb.hh.ru/vacancy/39528174?query=php,Frontend-разработчик,от 50 000 руб.,Воронеж
https://spb.hh.ru/vacancy/39754719?query=php,"Fullstack разработчик - программист (PHP, React JS)",100 000-250 000 руб.,"Москва, Тульская"
https://spb.hh.ru/vacancy/39759392?query=php,PHP-разработчик,60 000-60 000 руб.,Казань
https://spb.hh.ru/vacancy/39734851?query=php,Программист PHP,от 50 000 руб.,Москва
https://spb.hh.ru/vacancy/39960291?query=php,PHP-программист,от 50 000 руб.,Тюмень
https://spb.hh.ru/vacancy/37018764?query=php,"Team Lead (PHP, JS)",1 500-3 000 USD,Москва
https://spb.hh.ru/vacancy/39815771?query=php,Middle PHP-разработчик / Web-программист (Bitrix Framework),40 000-65 000 руб.,Санкт-Петербург
https://spb.hh.ru/vacancy/39728475?query=php,PHP-программист (удалённая работа),до 70 000 руб.,Ростов-на-Дону
https://spb.hh.ru/vacancy/36527457?query=php,Web-программист,60 000-100 000 руб.,"Екатеринбург, Чкаловская"
https://spb.hh.ru/vacancy/39613574?query=php,Frontend-разработчик (РНР),от 70 000 руб.,Москва
https://spb.hh.ru/vacancy/39834631?query=php,PHP-программист (Битрикс) - Удалённо,до 120 000 руб.,Тамбов
https://spb.hh.ru/vacancy/39772513?query=php,Разработчик на Bitrix,104 000-120 000 руб.,Новосибирск
https://spb.hh.ru/vacancy/39649215?query=php,PHP-разработчик,70 000-110 000 руб.,Ульяновск
https://spb.hh.ru/vacancy/39955789?query=php,PHP Backend developer (Junior/Middle),25 000-60 000 руб.,Таганрог
https://spb.hh.ru/vacancy/39648908?query=php,PHP-разработчик,90 000-130 000 руб.,Санкт-Петербург
https://spb.hh.ru/vacancy/38909744?query=php,PHP-разработчик (Laravel),60 000-120 000 руб.,Томск
https://spb.hh.ru/vacancy/39136743?query=php,PHP Backend разработчик,50 000-100 000 руб.,Калининград
https://spb.hh.ru/vacancy/38317113?query=php,PHP-разработчик middle/WEB-программист/Back-End Developer,50 000-100 000 руб.,Волгоград
https://spb.hh.ru/vacancy/39649156?query=php,PHP-разработчик,70 000-110 000 руб.,Казань
https://spb.hh.ru/vacancy/39889047?query=php,Frontend-разработчик,от 80 000 руб.,"Санкт-Петербург, Балтийская и еще 2 "
https://spb.hh.ru/vacancy/39715045?query=php,Middle PHP developer (Bitrix24),от 70 000 руб.,Тула
https://spb.hh.ru/vacancy/38427064?query=php,PHP-программист/WEB-программист,100 000-120 000 руб.,"Москва, Белорусская и еще 1 "
https://spb.hh.ru/vacancy/38920169?query=php,Senior PHP/Go Developer,от 160 000 руб.,"Санкт-Петербург, Выборгская и еще 1 "
https://spb.hh.ru/vacancy/39841662?query=php,Web-программист,70 000-120 000 руб.,"Санкт-Петербург, Проспект Ветеранов"
https://spb.hh.ru/vacancy/39693728?query=php,Web-программист / Web мастер,от 80 000 руб.,Москва
https://spb.hh.ru/vacancy/39841905?query=php,Программист Битрикс 24,от 160 000 руб.,Москва
https://spb.hh.ru/vacancy/39650049?query=php,PHP-программист,от 80 000 руб.,"Нижний Новгород, Горьковская"
https://spb.hh.ru/vacancy/39973961?query=php,PHP-программист (Битрикс) - Удалённо,до 120 000 руб.,Самара
https://spb.hh.ru/vacancy/39870752?query=php,"Веб-программист/Разработчик (PHP, Bitrix) Full stack",80 000-100 000 руб.,Санкт-Петербург
https://spb.hh.ru/vacancy/39793447?query=php,Front-end разработчик,от 100 000 руб.,Москва
https://spb.hh.ru/vacancy/39380282?query=php,Fullstack веб разработчик (Middle),от 100 000 руб.,"Нижний Новгород, Стрелка "
https://spb.hh.ru/vacancy/39824569?query=php,Web-программист 1C Битрикс (Web-разработчик удаленно),60 000-90 000 руб.,Москва
https://spb.hh.ru/vacancy/39833306?query=php,Full stack разработчик / Full stack developer JavaScript/PHP,60 000-90 000 руб.,"Санкт-Петербург, Московская"
https://spb.hh.ru/vacancy/39649041?query=php,Junior PHP Developer,от 600 бел. руб.,Гродно
https://spb.hh.ru/vacancy/39955555?query=php,PHP-программист,35 000-150 000 руб.,Санкт-Петербург
https://spb.hh.ru/vacancy/36398712?query=php,Веб-разработчик,от 40 000 руб.,Кемерово
https://spb.hh.ru/vacancy/39492650?query=php,Ведущий PHP-программист/ Senior PHP Developer (Core),от 170 000 руб.,"Москва, Сокольники"
https://spb.hh.ru/vacancy/39950286?query=php,"Программист / Разработчик PHP, JS",от 70 000 руб.,Пермь
https://spb.hh.ru/vacancy/38821137?query=php,Web-программист,от 50 000 руб.,Липецк
https://spb.hh.ru/vacancy/39984134?query=php,"Веб-программист (PHP, WordPress, Битрикс)",25 000-60 000 руб.,Тула
https://spb.hh.ru/vacancy/39919208?query=php,Программист PHP и Bitrix / Разработчик 1С-Битрикс,80 000-170 000 руб.,"Санкт-Петербург, Озерки"
https://spb.hh.ru/vacancy/39410142?query=php,PHP-разработчик/программист (backend),до 90 000 руб.,Саратов
https://spb.hh.ru/vacancy/37018780?query=php,"Web-разработчик (PHP, JS)",400-3 000 USD,"Киев, Выставочный центр"
https://spb.hh.ru/vacancy/38662695?query=php,WEB - разработчик / PHP - программист,40 000-50 000 руб.,Томск
https://spb.hh.ru/vacancy/39195280?query=php,Full-stack Web разработчик PHP / JS,100 000-150 000 руб.,Брянск
https://spb.hh.ru/vacancy/39460842?query=php,Front-end разработчик,от 70 000 руб.,Брянск
https://spb.hh.ru/vacancy/39974954?query=php,Web-программист,40 000-40 000 руб.,Москва
https://spb.hh.ru/vacancy/37520269?query=php,Веб-разработчик/ PHP программист,от 80 000 руб.,Челябинск
https://spb.hh.ru/vacancy/37851441?query=php,Middle PHP-разработчик (yii2),от 50 000 руб.,Ижевск
https://spb.hh.ru/vacancy/39504174?query=php,WEB-разработчик (frontend),200 000-200 000 KZT,"Алматы, Сайран"
https://spb.hh.ru/vacancy/39801199?query=php,PHP разработчик Bitrix,до 120 000 руб.,Брянск
https://spb.hh.ru/vacancy/38548813?query=php,Web/PHP/Bitrix-программист,до 150 000 руб.,"Москва, Таганская"
https://spb.hh.ru/vacancy/38503974?query=php,Программист PHP (Laravel / Zend Framework / Yii),50 000-75 000 руб.,Барнаул
https://spb.hh.ru/vacancy/39481102?query=php,PHP Разработчик,от 80 000 руб.,Москва
https://spb.hh.ru/vacancy/39663006?query=php,Разработчик Битрикс (Bitrix),от 70 000 руб.,Нижний Новгород
https://spb.hh.ru/vacancy/39923592?query=php,Программист PHP JS MySQL,30 000-50 000 руб.,Москва
https://spb.hh.ru/vacancy/39708561?query=php,Веб-программист Full Stack (Front + Back),25 000-50 000 руб.,Екатеринбург
https://spb.hh.ru/vacancy/39959387?query=php,Веб-программист 1С-Битрикс (Bitrix),80 000-130 000 руб.,Магнитогорск
https://spb.hh.ru/vacancy/33003034?query=php,Программист PHP/программистFullstack,60 000-120 000 руб.,Краснодар
https://spb.hh.ru/vacancy/39949837?query=php,"Программист / Разработчик PHP, JS",от 70 000 руб.,Тула
https://spb.hh.ru/vacancy/39877077?query=php,"Fronten -Разработчик , программист PHP на Битрикс",от 50 000 руб.,Владимир
https://spb.hh.ru/vacancy/39407937?query=php,Программист Битрикс,от 60 000 руб.,Нижний Новгород
https://spb.hh.ru/vacancy/39483782?query=php,Веб-программист,30 000-80 000 руб.,Санкт-Петербург
https://spb.hh.ru/vacancy/39980128?query=php,Программист Bitrix,40 000-50 000 руб.,"Самара, Российская"
https://spb.hh.ru/vacancy/39376688?query=php,РНР-программист/Веб-разработчик,50 000-60 000 руб.,Томск
https://spb.hh.ru/vacancy/39546013?query=php,"Full Stack developer (PHP, React)",от 140 000 руб.,Санкт-Петербург
https://spb.hh.ru/vacancy/39876997?query=php,PHP-программист,40 000-60 000 руб.,Санкт-Петербург
https://spb.hh.ru/vacancy/31296144?query=php,"Web-программист (PHP, Senior)",50 000-70 000 руб.,Киров (Кировская область)
https://spb.hh.ru/vacancy/36934968?query=php,Веб-разработчик Bitrix / Web-программист PHP,50 000-100 000 руб.,"Новосибирск, Студенческая"
https://spb.hh.ru/vacancy/39981371?query=php,PHP / Программист 1С-Битрикс / Laravel,45 000-80 000 руб.,Ульяновск
https://spb.hh.ru/vacancy/39978266?query=php,PHP Backend разработчик ( Yii2 ),45 000-90 000 руб.,Уфа
https://spb.hh.ru/vacancy/39816157?query=php,Web-разработчик PHP (bitrix),от 90 000 руб.,Санкт-Петербург
https://spb.hh.ru/vacancy/39435797?query=php,WEB-разработчик 1С-Битрикс (Bitrix),80 000-130 000 руб.,Ульяновск
https://spb.hh.ru/vacancy/39941463?query=php,Программист PHP Back-end,25 000-50 000 руб.,Калининград
https://spb.hh.ru/vacancy/39871229?query=php,Backend Разработчик (PHP),110 000-150 000 руб.,Москва
